GRANDES	PROPN	grand
riviere	NOUN	riviere
de	ADP	de
Marne	PROPN	marne
,	PUNCT	,
monseigneur	NOUN	monseigneur
Estienne	PROPN	esteindre
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
evesque	NOUN	évêque
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
né	VERB	naistre
de	ADP	de
Vitry	VERB	vitre
empres	NOUN	empren
Paris	PROPN	paris
,	PUNCT	,
sur	ADP	sur
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Saine	ADJ	sain
,	PUNCT	,
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Castres	NOUN	castre
et	CCONJ	et
le	DET	le
prieur	NOUN	prieur
de	ADP	de
Saint-Pierre	PROPN	saint-marité
de	ADP	de
Romme	PROPN	rompre
.	PUNCT	.
Et	CCONJ	et
en	ADP	en
vindrent	VERB	venir
les	DET	le
nouvelles	NOUN	nouvelle
certaines	ADJ	certain
à	ADP	à
Paris	PROPN	paris
et	CCONJ	et
les	DET	le
lettres	NOUN	lettre
de	ADP	de
pluseurs	DET	plusieurs
cardinaulx	ADJ	cardenail
,	PUNCT	,
le	DET	le
VIe	ADJ	sept
jour	NOUN	jour
du	ADP.DET	de.le
mois	NOUN	mois
d'	ADP	de
octobre	NOUN	occoter
ensuyvant	VERB	ensuivre
.	PUNCT	.
Item	X	item
,	PUNCT	,
en	ADP	en
la	DET	le
fin	NOUN	fin
du	ADP.DET	de.le
dit	VERB	dire
mois	NOUN	mois
de	ADP	de
septembre	NOUN	septembre
,	PUNCT	,
les	DET	le
Anglois	PROPN	anglais
de	ADP	de
compaigne	NOUN	compagne
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
en	ADP	en
la	DET	le
ville	NOUN	ville
de	ADP	de
Chasteau-de-Vire	VERB	châteaune-daut
,	PUNCT	,
se	PRON	se
partirent	VERB	partir
,	PUNCT	,
par	ADP	par
certainne	ADJ	certain
somme	NOUN	somme
de	ADP	de
florins	NOUN	florir
que	SCONJ	que
l'	DET	le
en	ADP	en
leur	DET	leur
donna	VERB	donner
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
en	ADP	en
alerent	VERB	aler
à	ADP	à
Chasteau-Gontier	PROPN	chasteaunaut
par	ADP	par
devers	ADP	devers
leur	DET	leur
compaignons	NOUN	compagnon
,	PUNCT	,
qui	PRON	qui
là	ADV	là
estoient	VERB	estre
,	PUNCT	,
et	CCONJ	et
pristrent	VERB	prendre
pluseurs	DET	plusieurs
forteresses	NOUN	forteresse
environ	ADP	environ
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
qu'	SCONJ	que
ilz	PRON	il
ne	ADV	ne
povoient	VERB	pouvoir
tous	DET	tout
estre	VERB	estre
logiez	VERB	loger
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Chasteau-Gontier	PROPN	chasteaunaut
.	PUNCT	.
Item	X	item
,	PUNCT	,
en	ADP	en
celui	DET	cel
temps	NOUN	temps
,	PUNCT	,
les	DET	le
diz	NOUN	dire
Gascoings	PROPN	gascongie
de	ADP	de
compaigne	NOUN	compagne
,	PUNCT	,
qui	PRON	qui
avoient	VERB	avoir
passé	NOUN	passer
la	DET	le
riviere	NOUN	riviere
de	ADP	de
Loire	PROPN	lorie
,	PUNCT	,
comme	SCONJ	comme
dit	VERB	dire
est	VERB	estre
,	PUNCT	,
alerent	VERB	aler
en	ADP	en
Touraine	PROPN	tourene
,	PUNCT	,
et	CCONJ	et
grant	ADJ	grant
foison	NOUN	foison
de	ADP	de
gens	NOUN	gens
d'	ADP	de
armes	NOUN	arme
du	ADP.DET	de.le
royaume	NOUN	royaume
de	ADP	de
France	PROPN	france
,	PUNCT	,
tant	ADV	tant
aux	ADP.DET	à.le
gaiges	NOUN	gage
du	ADP.DET	de.le
Roy	NOUN	roi
comme	SCONJ	comme
sanz	ADP	sans
gaiges	NOUN	gage
,	PUNCT	,
alerent	VERB	aler
après	ADV	après
,	PUNCT	,
en	ADP	en
esperance	NOUN	espérance
de	ADP	de
les	DET	le
combatre	VERB	combattre
,	PUNCT	,
jusques	ADP	jusque
à	ADP	à
une	DET	un
ville	NOUN	ville
que	SCONJ	que
l'	DET	le
en	ADP	en
appelle	VERB	appeler
Faye-les-Vigneuses	PROPN	faliner
,	PUNCT	,
en	ADP	en
laquelle	DET	lequel
se	PRON	se
estoient	VERB	estre
retraiz	VERB	retraire
les	DET	le
diz	NOUN	dire
Gascoings	PROPN	gascongie
;	PUNCT	;
et	CCONJ	et
se	PRON	se
tindrent	VERB	tenir
les	DET	le
dites	VERB	dire
genz	NOUN	gent
d'	ADP	de
armes	NOUN	arme
devant	ADP	devant
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
par	ADP	par
aucuns	DET	aucun
jours	NOUN	jour
,	PUNCT	,
cuidans	VERB	cuidier
que	SCONJ	que
yceuls	DET	cil
Gascoings	PROPN	gascongie
deussent	VERB	devoir
issir	VERB	issir
de	ADP	de
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
pour	ADP	pour
combatre	VERB	combattre
;	PUNCT	;
mais	NOUN	mais
riens	NOUN	rien
n'	ADV	ne
en	ADP	en
firent	VERB	faire
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
se	PRON	se
retraistrent	VERB	retraire
les	DET	le
dictes	VERB	dire
genz	NOUN	gent
d'	ADP	de
armes	NOUN	arme
de	ADP	de
France	PROPN	france
en	ADP	en
la	DET	le
ville	NOUN	ville
de	ADP	de
Lodun	DET	doux
,	PUNCT	,
et	CCONJ	et
assez	ADV	assez
tost	DET	tost
après	ADV	après
se	PRON	se
departirent	VERB	departir
,	PUNCT	,
et	CCONJ	et
les	DET	le
diz	NOUN	dire
Gascoings	PROPN	gascongie
demourerent	VERB	demeurer
en	ADP	en
la	DET	le
dicte	VERB	dire
ville	NOUN	ville
de	ADP	de
Faye	NOUN	faire
.	PUNCT	.
Item	X	item
,	PUNCT	,
le	DET	le
juedy	NOUN	juider
XXIIIe	ADJ	vingt-quatre
jour	NOUN	jour
du	ADP.DET	de.le
mois	NOUN	mois
de	ADP	de
novembre	NOUN	novrement
ensuyvant	VERB	ensuivre
,	PUNCT	,
aucuns	DET	aucun
chevaliers	NOUN	chevalier
et	CCONJ	et
escuiers	NOUN	escuier
de	ADP	de
la	DET	le
duchié	NOUN	duché
de	ADP	de
Bourgoingne	PROPN	bourgogne
,	PUNCT	,
jusques	ADP	jusque
au	ADP.DET	a.le
nombre	NOUN	nombre
de	ADP	de
L	DET	.le
combatans	NOUN	combattre
ou	CCONJ	ou
environ	ADP	environ
,	PUNCT	,
se	PRON	se
combatirent	VERB	combattre
à	ADP	à
gens	NOUN	gens
de	ADP	de
compaigne	NOUN	compagne
,	PUNCT	,
qui	PRON	qui
estoient	VERB	estre
partiz	NOUN	partir
de	ADP	de
la	DET	le
forteresse	NOUN	forteresse
de	ADP	de
Lez	DET	lez
en	ADP	en
Beaujeulaiz	PROPN	beaucaire
,	PUNCT	,
et	CCONJ	et
avoient	VERB	avoir
chevauchié	NOUN	chevauchier
par	ADP	par
la	DET	le
duchié	NOUN	duché
de	ADP	de
Bourgoingne	PROPN	bourgogne
jusques	ADP	jusque
à	ADP	à
Cravent	PROPN	cravent
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
en	ADP	en
retournoient	VERB	retourner
par	ADP	par
la	DET	le
conté	VERB	conter
de	ADP	de
Nevers	ADJ	nover
;	PUNCT	;
et	CCONJ	et
les	DET	le
dessus	ADV	dessus
diz	NOUN	dire
de	ADP	de
Bourgoigne	PROPN	bourgogne
les	DET	le
suyrent	VERB	suirer
jusques	ADP	jusque
à	ADP	à
une	DET	un
ville	NOUN	ville
appellée	VERB	appeler
Semelay	PROPN	semaler
,	PUNCT	,
et	CCONJ	et
là	ADV	là
se	PRON	se
combatirent	VERB	combattre
à	ADP	à
eulx	PRON	eux
et	CCONJ	et
les	DET	le
desconfirent	VERB	desconfire
.	PUNCT	.
Et	CCONJ	et
furent	VERB	estre
des	ADP.DET	de.le
diz	NOUN	dire
de	ADP	de
compaigne	NOUN	compagne
mors	NOUN	mors
jusques	ADP	jusque
au	ADP.DET	a.le
nombre	NOUN	nombre
de	ADP	de
XI	DET	deux
ou	CCONJ	ou
de	ADP	de
XII	DET	untiz
,	PUNCT	,
et	CCONJ	et
environ	ADP	environ
XL	DET	cinquant
pris	NOUN	prendre
,	PUNCT	,
et	CCONJ	et
les	DET	le
autres	PRON	autre
s'	DET	soi
en	ADP	en
fouyrent	VERB	fouire
;	PUNCT	;
et	CCONJ	et
si	ADV	si
furent	VERB	estre
rescoux	NOUN	rescorre
grant	ADJ	grant
foison	NOUN	foison
de	ADP	de
prisonniers	NOUN	prisonnier
,	PUNCT	,
que	SCONJ	que
les	DET	le
diz	NOUN	dire
de	ADP	de
compaigne	NOUN	compagne
avoient	VERB	avoir
pris	NOUN	prendre
.	PUNCT	.
De	ADP	de
la	DET	le
nativité	NOUN	mativité
de	ADP	de
Charles	PROPN	charles
,	PUNCT	,
premier	ADJ	premier
filz	NOUN	fil
de	ADP	de
Charles	PROPN	charles
le	DET	le
Quint	ADJ	quint
,	PUNCT	,
roy	NOUN	roi
de	ADP	de
France	PROPN	france
.	PUNCT	.
Le	DET	le
dymenche	NOUN	dhame
,	PUNCT	,
tiers	DET	terre
jour	NOUN	jour
du	ADP.DET	de.le
mois	NOUN	mois
de	ADP	de
decembre	NOUN	dececer
,	PUNCT	,
l'	DET	le
an	ADP	en
mil	DET	mil
CCC	DET	cect
LXVIII	DET	levit-quatre
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
premier	ADJ	premier
jour	NOUN	jour
de	ADP	de
l'	DET	le
Avent	PROPN	avent
Nostre	DET	notre
Seigneur	NOUN	seigneur
,	PUNCT	,
en	ADP	en
la	DET	le
tierce	NOUN	tierce
heure	NOUN	heure
après	ADV	après
mienuit	DET	mienuit
,	PUNCT	,
la	DET	le
royne	NOUN	roine
Jehanne	PROPN	jeanne
,	PUNCT	,
femme	NOUN	femme
du	ADP.DET	de.le
roy	NOUN	roi
Charles	PROPN	charles
,	PUNCT	,
lors	ADV	lors
roy	NOUN	roi
de	ADP	de
France	PROPN	france
,	PUNCT	,
ot	VERB	avoir
son	DET	son
premier	ADJ	premier
filz	NOUN	fil
,	PUNCT	,
en	ADP	en
l'	DET	le
ostel	NOUN	hôtel
de	ADP	de
emprès	NOUN	emprès
Saint-Pol	PROPN	saint-mar
de	ADP	de
Paris	PROPN	paris
;	PUNCT	;
et	CCONJ	et
estoit	VERB	estre
la	DET	le
lune	NOUN	lune
ou	CCONJ	ou
signe	NOUN	signe
de	ADP	de
la	DET	le
Vierge	NOUN	vierge
en	ADP	en
la	DET	le
seconde	ADJ	second
face	VERB	faire
du	ADP.DET	de.le
dit	VERB	dire
signe	NOUN	signe
,	PUNCT	,
et	CCONJ	et
avoit	VERB	avoir
la	DET	le
lune	NOUN	lune
XXIII	DET	vingt-quatre
jours	NOUN	jour
.	PUNCT	.
Du	ADP.DET	de.le
quel	DET	quel
enfantement	NOUN	enfantement
le	DET	le
dit	VERB	dire
Roy	NOUN	roi
et	CCONJ	et
tout	DET	tout
le	DET	le
peuple	NOUN	peuple
de	ADP	de
France	PROPN	france
orent	VERB	avoir
tres	ADV	très
grant	ADJ	grant
joie	NOUN	joie
,	PUNCT	,
et	CCONJ	et
non	NOUN	nom
pas	NOUN	pas
sanz	ADP	sans
cause	NOUN	cause
,	PUNCT	,
car	CCONJ	car
onques	ADV	onque
le	DET	le
dit	VERB	dire
Roy	NOUN	roi
n'	ADV	ne
avoit	VERB	avoir
eu	VERB	avoir
aucun	DET	aucun
enfant	NOUN	enfant
masle	NOUN	masle
.	PUNCT	.
Si	ADV	si
en	ADP	en
rendy	VERB	rendre
le	DET	le
dit	VERB	dire
Roy	NOUN	roi
graces	NOUN	grace
à	ADP	à
Dieu	PROPN	dieu
et	CCONJ	et
à	ADP	à
la	DET	le
Vierge	NOUN	vierge
Marie	PROPN	marie
,	PUNCT	,
et	CCONJ	et
celui	DET	cel
jour	NOUN	jour
ala	VERB	aler
à	ADP	à
Nostre-Dame	PROPN	nôtre-dame
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
et	CCONJ	et
fist	VERB	faire
chanter	VERB	chanter
devant	ADP	devant
l'	DET	le
ymage	NOUN	image
de	ADP	de
Nostre	DET	notre
Dame	NOUN	dame
,	PUNCT	,
à	ADP	à
l'	DET	le
entrée	NOUN	entrée
du	ADP.DET	de.le
cuer	NOUN	cuer
,	PUNCT	,
une	DET	un
belle	ADJ	beau
messe	NOUN	messe
de	ADP	de
Nostre	DET	notre
Dame	NOUN	dame
;	PUNCT	;
et	CCONJ	et
l'	DET	le
endemain	NOUN	endemain
,	PUNCT	,
ou	CCONJ	ou
jour	NOUN	jour
de	ADP	de
lundy	NOUN	lundi
,	PUNCT	,
ala	VERB	aler
à	ADP	à
Saint-Denys	PROPN	saint-dés
en	ADP	en
France	PROPN	france
,	PUNCT	,
en	ADP	en
pelerinage	NOUN	pelerin
,	PUNCT	,
et	CCONJ	et
fist	VERB	faire
donner	VERB	donner
aus	PRON	il
ordres	NOUN	ordre
de	ADP	de
Paris	PROPN	paris
grant	ADJ	grant
foison	NOUN	foison
de	ADP	de
florins	NOUN	florir
,	PUNCT	,
jusques	ADP	jusque
au	ADP.DET	a.le
nombre	NOUN	nombre
de	ADP	de
trois	DET	trois
mile	DET	mil
florins	NOUN	florir
et	CCONJ	et
de	ADP	de
plus	ADV	plus
.	PUNCT	.
Item	X	item
,	PUNCT	,
celui	DET	cel
jour	NOUN	jour
de	ADP	de
dymenche	NOUN	dhame
,	PUNCT	,
messire	NOUN	seignor
Aymeri	PROPN	aimer
de	ADP	de
Maignac	PROPN	maignagne
,	PUNCT	,
nouvel	DET	nouvel
evesque	NOUN	évêque
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
entra	VERB	entrer
à	ADP	à
Paris	PROPN	paris
et	CCONJ	et
fu	VERB	estre
apporté	VERB	apporter
de	ADP	de
sainte	ADJ	saint
Genevieve	PROPN	genvier
à	ADP	à
Nostre-Dame	PROPN	nôtre-dame
,	PUNCT	,
si	ADV	si
comme	SCONJ	comme
il	PRON	il
est	VERB	estre
acoustumé	VERB	accoutumer
:	PUNCT	:
et	CCONJ	et
lui	PRON	lui
fist	VERB	faire
le	DET	le
Roy	NOUN	roi
sa	DET	son
feste	NOUN	fête
et	CCONJ	et
donna	VERB	donner
à	ADP	à
disner	VERB	dire
au	ADP.DET	a.le
Louvre	PROPN	louvort
au	ADP.DET	a.le
dit	VERB	dire
evesque	NOUN	évêque
et	CCONJ	et
à	ADP	à
tous	DET	tout
ceuls	DET	cil
qui	PRON	qui
le	DET	le
acompaignierent	VERB	acompaginer
.	PUNCT	.
De	ADP	de
la	DET	le
solempnité	NOUN	solentément
du	ADP.DET	de.le
baptisement	ADV	batempre
de	ADP	de
Charles	PROPN	charles
,	PUNCT	,
filz	NOUN	fil
du	ADP.DET	de.le
roy	NOUN	roi
Charles	PROPN	charles
le	DET	le
Quint	ADJ	quint
de	ADP	de
ce	PRON	ce
nom	DET	nom
.	PUNCT	.
Le	DET	le
merquedy	ADJ	merquedorde
ensuyvant	VERB	ensuivre
,	PUNCT	,
VIe	ADJ	sept
jour	NOUN	jour
de	ADP	de
decembre	NOUN	dececer
,	PUNCT	,
l'	DET	le
an	ADP	en
M	PUNCT	me
CCC	DET	cect
LX	DET	lent
VIII	DET	huit
dessus	ADV	dessus
dit	VERB	dire
,	PUNCT	,
le	DET	le
dit	VERB	dire
filz	NOUN	fil
du	ADP.DET	de.le
Roy	NOUN	roi
fu	VERB	estre
crestienné	VERB	crestiienne
en	ADP	en
l'	DET	le
eglise	NOUN	église
de	ADP	de
Saint-Pol	PROPN	saint-mar
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
environ	ADP	environ
heure	NOUN	heure
de	ADP	de
prime	NOUN	prim
,	PUNCT	,
par	ADP	par
la	DET	le
maniere	NOUN	manière
qui	PRON	qui
ensuit	VERB	ensuit
.	PUNCT	.
Et	CCONJ	et
dès	ADP	dès
le	DET	le
jour	NOUN	jour
de	ADP	de
devant	ADP	devant
furent	VERB	estre
faites	VERB	faire
lices	NOUN	lice
de	ADP	de
marrien	NOUN	marinre
en	ADP	en
la	DET	le
rue	NOUN	rüe
,	PUNCT	,
devant	ADP	devant
la	DET	le
dicte	VERB	dire
eglise	NOUN	église
et	CCONJ	et
aussi	ADV	aussi
dedenz	ADP	dedenz
la	DET	le
dite	VERB	dire
eglise	NOUN	église
environ	ADP	environ
les	DET	le
fons	NOUN	fens
,	PUNCT	,
pour	ADP	pour
mieulx	ADV	mieux
garder	VERB	garder
qu'	SCONJ	que
il	PRON	il
n'	ADV	ne
y	ADV	y
eust	VERB	avoir
trop	ADV	trop
presse	NOUN	presse
de	ADP	de
gens	NOUN	gens
.	PUNCT	.
Premierement	PROPN	premierement
,	PUNCT	,
devant	ADP	devant
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
ot	VERB	avoir
deux	DET	deux
cens	DET	cent
varlés	NOUN	valoir
,	PUNCT	,
qui	PRON	qui
portoient	VERB	porter
deux	DET	deux
cens	DET	cent
torches	ADJ	torchier
,	PUNCT	,
qui	PRON	qui
tous	DET	tout
demourerent	VERB	demeurer
en	ADP	en
la	DET	le
dicte	VERB	dire
rue	NOUN	rüe
,	PUNCT	,
tenans	NOUN	tenir
les	DET	le
dites	VERB	dire
torches	ADJ	torchier
ardans	ADJ	ardre
,	PUNCT	,
excepté	NOUN	excepter
seulement	ADV	seulement
XXV	DET	vingt-sanc
qui	PRON	qui
entrerent	VERB	entrer
dedenz	ADP	dedenz
le	DET	le
dit	VERB	dire
moustier	NOUN	moustier
.	PUNCT	.
Et	CCONJ	et
après	ADV	après
estoit	VERB	estre
messire	NOUN	seignor
Hue	PROPN	huei
de	ADP	de
Chasteillon	PROPN	chastellier
,	PUNCT	,
seigneur	NOUN	seigneur
de	ADP	de
Dampierre	PROPN	dambire
,	PUNCT	,
maistre	NOUN	maître
des	ADP.DET	de.le
arbalestiers	NOUN	arbalestier
,	PUNCT	,
qui	PRON	qui
portoit	VERB	porter
un	DET	un
cierge	NOUN	cire
en	ADP	en
sa	DET	son
main	NOUN	main
,	PUNCT	,
et	CCONJ	et
le	DET	le
conte	NOUN	comte
de	ADP	de
Tanquarville	NOUN	tenaillier
si	ADV	si
portoit	VERB	porter
une	DET	un
couppe	NOUN	coppe
,	PUNCT	,
en	ADP	en
laquelle	DET	lequel
estoit	VERB	estre
le	DET	le
sel	NOUN	si.il
,	PUNCT	,
et	CCONJ	et
avoit	VERB	avoir
une	DET	un
touaille	NOUN	touaille
en	ADP	en
son	DET	son
col	NOUN	col
,	PUNCT	,
dont	PRON	dont
le	DET	le
dit	VERB	dire
sel	NOUN	si.il
estoit	VERB	estre
couvert	VERB	couvert
.	PUNCT	.
Et	CCONJ	et
après	ADV	après
estoit	VERB	estre
la	DET	le
royne	NOUN	roine
Jehanne	PROPN	jeanne
d'	ADP	de
Evreux	PROPN	erver
,	PUNCT	,
qui	PRON	qui
portoit	VERB	porter
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
sur	ADP	sur
ses	DET	son
bras	NOUN	bras
;	PUNCT	;
et	CCONJ	et
monseigneur	NOUN	monseigneur
Charles	PROPN	charles
,	PUNCT	,
seigneur	NOUN	seigneur
de	ADP	de
Montmorenci	PROPN	montremoncin
,	PUNCT	,
et	CCONJ	et
monseigneur	NOUN	monseigneur
Charles	PROPN	charles
,	PUNCT	,
conte	NOUN	comte
de	ADP	de
Dampmartin	PROPN	dammartin
,	PUNCT	,
estoient	VERB	estre
de	ADP	de
costé	NOUN	côté
lui	PRON	lui
;	PUNCT	;
et	CCONJ	et
ainsi	ADV	ainsi
issirent	VERB	issir
du	ADP.DET	de.le
dit	VERB	dire
hostel	NOUN	hôtel
du	ADP.DET	de.le
Roy	NOUN	roi
de	ADP	de
Saint-Pol	PROPN	saint-mar
,	PUNCT	,
par	ADP	par
la	DET	le
porte	NOUN	porte
qui	PRON	qui
est	VERB	estre
au	ADP.DET	a.le
plus	ADV	plus
près	NOUN	près
de	ADP	de
la	DET	le
dite	VERB	dire
eglise	NOUN	église
.	PUNCT	.
Et	CCONJ	et
tantost	ADV	tantost
après	ADV	après
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
estoient	VERB	estre
le	DET	le
duc	NOUN	duc
d'	ADP	de
Orliens	PROPN	orline
,	PUNCT	,
oncle	NOUN	oncle
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
le	DET	le
duc	NOUN	duc
de	ADP	de
Berry	PROPN	berry
,	PUNCT	,
le	DET	le
duc	NOUN	duc
de	ADP	de
Bourgoingne	PROPN	bourgogne
,	PUNCT	,
freres	NOUN	frere
du	ADP.DET	de.le
dit	VERB	dire
Roy	NOUN	roi
,	PUNCT	,
le	DET	le
duc	NOUN	duc
de	ADP	de
Bourbon	PROPN	bourbon
,	PUNCT	,
frere	NOUN	frere
de	ADP	de
la	DET	le
Royne	NOUN	roine
,	PUNCT	,
et	CCONJ	et
pluseurs	DET	plusieurs
autres	PRON	autre
grans	ADJ	grand
seigneurs	NOUN	seigneur
et	CCONJ	et
dames	NOUN	dame
,	PUNCT	,
la	DET	le
royne	NOUN	roine
Jehanne	PROPN	jeanne
,	PUNCT	,
la	DET	le
duchesse	NOUN	duchés
d'	ADP	de
Orliens	PROPN	orline
,	PUNCT	,
sa	DET	son
fille	NOUN	fille
,	PUNCT	,
la	DET	le
contesse	NOUN	comtesse
de	ADP	de
Harecourt	NOUN	harcemer
et	CCONJ	et
la	DET	le
dame	NOUN	dame
de	ADP	de
Lebret	PROPN	ledité
,	PUNCT	,
suers	NOUN	sure
de	ADP	de
la	DET	le
Royne	NOUN	roine
,	PUNCT	,
lesquelles	DET	lequel
estoient	VERB	estre
bien	NOUN	bien
parées	NOUN	pares
en	ADP	en
couronnes	NOUN	couronne
et	CCONJ	et
en	ADP	en
joyaux	NOUN	joyau
;	PUNCT	;
et	CCONJ	et
après	ADV	après
pluseurs	DET	plusieurs
autres	PRON	autre
dames	NOUN	dame
et	CCONJ	et
damoiselles	NOUN	damoiselle
,	PUNCT	,
bien	NOUN	bien
parées	NOUN	pares
et	CCONJ	et
bien	NOUN	bien
aournées	NOUN	aorer
.	PUNCT	.
Et	CCONJ	et
ainsi	ADV	ainsi
fu	VERB	estre
apporté	VERB	apporter
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
jusques	ADP	jusque
à	ADP	à
la	DET	le
grant	ADJ	grant
porte	NOUN	porte
de	ADP	de
la	DET	le
dicte	VERB	dire
eglise	NOUN	église
de	ADP	de
Saint-Pol	PROPN	saint-mar
,	PUNCT	,
à	ADP	à
laquelle	DET	lequel
porte	NOUN	porte
estoient	VERB	estre
,	PUNCT	,
qui	PRON	qui
attendoient	VERB	attendre
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
,	PUNCT	,
le	DET	le
cardinal	ADJ	cardinal
de	ADP	de
Beauvés	PROPN	beaucevour
,	PUNCT	,
chancellier	VERB	chancelier
de	ADP	de
France	PROPN	france
,	PUNCT	,
qui	PRON	qui
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
crestienna	VERB	crestiienne
,	PUNCT	,
et	CCONJ	et
le	DET	le
cardinal	ADJ	cardinal
de	ADP	de
Paris	PROPN	paris
,	PUNCT	,
en	ADP	en
sa	DET	son
chappe	NOUN	chappe
de	ADP	de
drap	NOUN	drap
sanz	ADP	sans
autres	PRON	autre
aournemens	NOUN	aornement
,	PUNCT	,
et	CCONJ	et
les	DET	le
arcevesques	NOUN	arcevesse
de	ADP	de
Lyon	PROPN	lïon
et	CCONJ	et
de	ADP	de
Sens	NOUN	sens
,	PUNCT	,
et	CCONJ	et
les	DET	le
evesques	NOUN	evesque
d'	ADP	de
Evreux	PROPN	erver
,	PUNCT	,
de	ADP	de
Coustances	NOUN	coutensance
,	PUNCT	,
de	ADP	de
Troyes	PROPN	trois
,	PUNCT	,
d'	ADP	de
Arras	PROPN	arras
,	PUNCT	,
de	ADP	de
Meaulx	NOUN	maille
,	PUNCT	,
de	ADP	de
Beauvés	PROPN	beaucevour
,	PUNCT	,
de	ADP	de
Noyon	ADJ	noyon
et	CCONJ	et
de	ADP	de
Paris	PROPN	paris
;	PUNCT	;
et	CCONJ	et
les	DET	le
abbez	NOUN	abbé
de	ADP	de
Saint-Denis	PROPN	saint-denir
,	PUNCT	,
de	ADP	de
Saint-Germain-des-Prez	VERB	saint-marcelinage
,	PUNCT	,
de	ADP	de
Sainte-Genevieve	PROPN	saint-mencelier
,	PUNCT	,
de	ADP	de
Saint-Victor	NOUN	saint-moir
,	PUNCT	,
de	ADP	de
Saint-Magloire	PROPN	saint-magloire
,	PUNCT	,
tous	DET	tout
en	ADP	en
mictres	NOUN	mitre
et	CCONJ	et
en	ADP	en
crosses	NOUN	crose
,	PUNCT	,
et	CCONJ	et
tous	DET	tout
furent	VERB	estre
au	ADP.DET	a.le
crestiennement	NOUN	crestinenter
.	PUNCT	.
Et	CCONJ	et
le	DET	le
tint	VERB	tenir
sur	ADP	sur
les	DET	le
fons	NOUN	fens
le	DET	le
dit	VERB	dire
seigneur	NOUN	seigneur
de	ADP	de
Montmorency	PROPN	montremoncin
,	PUNCT	,
et	CCONJ	et
fu	VERB	estre
appelé	VERB	appeler
Charles	PROPN	charles
pour	ADP	pour
les	DET	le
diz	NOUN	dire
seigneur	NOUN	seigneur
de	ADP	de
Montmorenci	PROPN	montremoncin
et	CCONJ	et
conte	NOUN	comte
de	ADP	de
Dampmartin	PROPN	dammartin
,	PUNCT	,
qui	PRON	qui
ce	PRON	ce
meismes	ADJ	même
nom	DET	nom
avoient	VERB	avoir
.	PUNCT	.
Et	CCONJ	et
après	ADV	après
fu	VERB	estre
reporté	VERB	reporter
le	DET	le
dit	VERB	dire
enfant	NOUN	enfant
ou	CCONJ	ou
dit	VERB	dire
hostel	NOUN	hôtel
de	ADP	de
Saint-Pol	PROPN	saint-mar
,	PUNCT	,
par	ADP	par
le	DET	le
cymetiere	NOUN	cimettrement
de	ADP	de
la	DET	le
ditte	VERB	dire
eglise	NOUN	église
et	CCONJ	et
par	ADP	par
un	DET	un
huys	NOUN	huis
par	ADP	par
lequel	DET	lequel
l'	DET	le
en	ADP	en
entroit	VERB	entrer
ou	CCONJ	ou
dit	VERB	dire
hostel	NOUN	hôtel
,	PUNCT	,
pour	ADP	pour
la	DET	le
presse	NOUN	presse
qui	PRON	qui
estoit	VERB	estre
devant	ADP	devant
la	DET	le
dicte	VERB	dire
eglise	NOUN	église
.	PUNCT	.
Et	CCONJ	et
celui	DET	cel
jour	NOUN	jour
,	PUNCT	,
fist	VERB	faire
le	DET	le
Roy	NOUN	roi
faire	VERB	faire
une	DET	un
donnée	VERB	donner
,	PUNCT	,
en	ADP	en
la	DET	le
couture	NOUN	couture
Sainte-Katherine	PROPN	saint-marcelité
,	PUNCT	,
de	ADP	de
VIII	DET	huit
parisis	NOUN	parisis
à	ADP	à
chascune	DET	chascun
personne	NOUN	personne
qui	PRON	qui
voult	DET	vouloir
aler	VERB	aler
à	ADP	à
la	DET	le
dicte	VERB	dire
donnée	VERB	donner
,	PUNCT	,
et	CCONJ	et
y	ADV	y
ot	VERB	avoir
si	ADV	si
grant	ADJ	grant
presse	NOUN	presse
que	SCONJ	que
pluseurs	DET	plusieurs
femmes	NOUN	femme
furent	VERB	estre
mortes	ADJ	morte
en	ADP	en
la	DET	le
dicte	VERB	dire
presse	NOUN	presse
