1400	NOUN	@card@
de	ADP	de
janvier	NOUN	janifer
,	PUNCT	,
au	ADP.DET	a.le
Conseil	NOUN	conseil
.	PUNCT	.
Le	DET	le
bailli	VERB	baillie
de	ADP	de
Meaulx	NOUN	maille
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
et	CCONJ	et
oppose	NOUN	oppos
à	ADP	à
ce	PRON	ce
que	SCONJ	que
la	DET	le
Court	VERB	cour
ne	ADV	ne
reçoive	VERB	recevoir
aucun	DET	aucun
à	ADP	à
bailli	VERB	baillie
de	ADP	de
Meaux	PROPN	meaux
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
XVIJe	ADJ	vingt-sif
jour	NOUN	jour
de	ADP	de
janvier	NOUN	janifer
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
esté	VERB	être
ordonné	VERB	ordonner
que	SCONJ	que
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
doubte	NOUN	doute
estoit	VERB	estre
survenue	NOUN	survenue
en	ADP	en
un	DET	un
arrest	NOUN	arrêt
fait	VERB	faire
et	CCONJ	et
jugié	VERB	jugier
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
sur	ADP	sur
un	DET	un
procès	NOUN	proché
d'	ADP	de
entre	ADP	entre
Thomas	PROPN	thomas
de	ADP	de
Nuilly	PROPN	nulil
,	PUNCT	,
changeur	NOUN	changuer
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
J	PRON	je
.	PUNCT	.
Fale	VERB	falle
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
laquelle	DET	lequel
doubte	NOUN	doute
,	PUNCT	,
depuis	ADV	depuis
que	SCONJ	que
ledit	DET	ledit
arrest	NOUN	arrêt
avoit	VERB	avoir
esté	VERB	être
baillié	VERB	baillier
au	ADP.DET	a.le
premier	ADJ	premier
president	VERB	prendre
pour	ADP	pour
pronuncer	VERB	proncinue
,	PUNCT	,
avoit	VERB	avoir
esté	VERB	être
avisée	NOUN	aviser
par	ADP	par
icellui	DET	cil
president	VERB	prendre
,	PUNCT	,
le	DET	le
procès	NOUN	proché
sera	VERB	estre
revisité	VERB	resvité
et	CCONJ	et
veu	VERB	voir
en	ADP	en
la	DET	le
Grant	ADJ	grant
Chambre	NOUN	chambre
,	PUNCT	,
sans	NOUN	sans
qu'	SCONJ	que
il	PRON	il
soit	VERB	estre
ja	ADV	ja
mestier	NOUN	mestier
que	SCONJ	que
les	DET	le
seigneurs	NOUN	seigneur
des	ADP.DET	de.le
Enquestes	ADV	enqueste
y	ADV	y
soient	VERB	estre
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
la	DET	le
Court	VERB	cour
a	ADP	a
ordonné	VERB	ordonner
que	SCONJ	que
messire	NOUN	seignor
Guillaume	PROPN	guillaume
de	ADP	de
Han	NOUN	hang
avera	VERB	averser
commissaires	NOUN	commetrir
au	ADP.DET	a.le
païz	NOUN	päis
à	ADP	à
l'	DET	le
encontre	ADP	encontre
de	ADP	de
certains	ADJ	certain
espaignos	NOUN	espagne
marchans	NOUN	marchand
au	ADP.DET	a.le
païz	NOUN	päis
,	PUNCT	,
pourveu	NOUN	pourvoir
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
seront	VERB	estre
pas	NOUN	pas
de	ADP	de
la	DET	le
ville	NOUN	ville
de	ADP	de
la	DET	le
Rochelle	PROPN	roscelier
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
messire	NOUN	seignor
J	PRON	je
.	PUNCT	.
de	ADP	de
Merle	NOUN	merel
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
bailli	VERB	baillie
de	ADP	de
St	X	set
Pierre	PROPN	piere
le	DET	le
Moustier	PROPN	moutier
,	PUNCT	,
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
et	CCONJ	et
oppose	NOUN	oppos
à	ADP	à
ce	PRON	ce
que	SCONJ	que
nul	DET	nul
ne	ADV	ne
soit	VERB	estre
receu	VERB	recevoir
à	ADP	à
bailly	NOUN	baillie
audit	ADV	à.ledit
lieu	NOUN	lieu
sans	NOUN	sans
le	DET	le
oïr	VERB	öir
,	PUNCT	,
et	CCONJ	et
sur	ADP	sur
ce	PRON	ce
a	ADP	a
presenté	NOUN	presenter
lettres	NOUN	lettre
royaulx	ADJ	royaux
qui	PRON	qui
seront	VERB	estre
monstrées	NOUN	montrer
au	ADP.DET	a.le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XXIIJe	ADJ	vingt-quatre
jour	NOUN	jour
de	ADP	de
janvier	NOUN	janifer
.	PUNCT	.
Sur	ADP	sur
la	DET	le
requeste	NOUN	requête
faicte	VERB	faire
par	ADP	par
Charles	PROPN	charles
de	ADP	de
Cresecques	PROPN	crecuesse
à	ADP	à
ce	PRON	ce
que	SCONJ	que
la	DET	le
Court	VERB	cour
reçoive	VERB	recevoir
certain	ADJ	certain
accort	VERB	accort
sur	ADP	sur
une	DET	un
cause	NOUN	cause
nagueres	NOUN	naguer
ceans	ADV	ceans
plaidoiée	NOUN	plaider
,	PUNCT	,
par	ADP	par
lequel	DET	lequel
appert	ADJ	apparoir
,	PUNCT	,
comme	SCONJ	comme
dit	VERB	dire
le	DET	le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
que	SCONJ	que
ledit	DET	ledit
Charles	PROPN	charles
confesse	NOUN	confesser
le	DET	le
delict	NOUN	delit
à	ADP	à
lui	PRON	lui
imposé	NOUN	ismoper
,	PUNCT	,
appoinctié	VERB	appointer
que	SCONJ	que
la	DET	le
Court	VERB	cour
appellera	VERB	appeler
demain	ADV	demain
le	DET	le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
et	CCONJ	et
en	ADP	en
ordonnera	VERB	ordonner
.	PUNCT	.
La	DET	le
Court	VERB	cour
a	ADP	a
au	ADP.DET	a.le
jour	NOUN	jour
d'	ADP	de
ui	ADV	ui
delivré	VERB	delivrer
de	ADP	de
prison	NOUN	prison
J	PRON	je
.	PUNCT	.
Droyn	ADJ	droit
,	PUNCT	,
prisonnier	NOUN	prisonnier
en	ADP	en
la	DET	le
Conciergerie	VERB	consciger
,	PUNCT	,
parmi	NOUN	parmi
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
obeyra	VERB	oberie
à	ADP	à
l'	DET	le
ordonnance	NOUN	ordonner
de	ADP	de
la	DET	le
Court	VERB	cour
qui	PRON	qui
estoit	VERB	estre
que	SCONJ	que
,	PUNCT	,
en	ADP	en
recevant	VERB	recevoir
obligation	NOUN	obligation
de	ADP	de
Perrin	PROPN	perrin
de	ADP	de
Coulandes	NOUN	colendir
,	PUNCT	,
prisonnier	NOUN	prisonnier
au	ADP.DET	a.le
Chastellet	PROPN	châtelet
,	PUNCT	,
de	ADP	de
ce	PRON	ce
que	SCONJ	que
lui	PRON	lui
devoit	VERB	devoir
pour	ADP	pour
ses	DET	son
despens	NOUN	despens
fais	NOUN	faire
ou	CCONJ	ou
Chastellet	PROPN	châtelet
,	PUNCT	,
dont	PRON	dont
estoit	VERB	estre
geolier	NOUN	jasiler
Droyn	ADJ	droit
,	PUNCT	,
le	DET	le
laisseroit	VERB	laisser
issir	VERB	issir
,	PUNCT	,
veu	VERB	voir
que	SCONJ	que
autrement	ADV	autrement
de	ADP	de
present	NOUN	présent
n'	ADV	ne
avoit	VERB	avoir
ledit	DET	ledit
Coulandes	NOUN	colendir
de	ADP	de
quoy	PRON	quoi
paier	VERB	payer
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
derrain	ADP	derrain
jour	NOUN	jour
de	ADP	de
janvier	NOUN	janifer
,	PUNCT	,
au	ADP.DET	a.le
Conseil	NOUN	conseil
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
Jaques	PROPN	jacques
de	ADP	de
Buymont	PROPN	birmuement
,	PUNCT	,
huissier	NOUN	huissier
de	ADP	de
Parlement	NOUN	parlement
,	PUNCT	,
a	ADP	a
revoqué	VERB	revour
et	CCONJ	et
revoque	NOUN	revouvor
son	DET	son
seau	NOUN	sëoir
qu'	SCONJ	que
il	PRON	il
a	ADP	a
perdu	VERB	perdre
puiz	NOUN	pöoir
IIJ	DET	deus
ou	CCONJ	ou
IIIJ	DET	quatre
jours	NOUN	jour
.	PUNCT	.
Mardi	PROPN	mardi
,	PUNCT	,
IIIJe	DET	quatre
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
maistre	NOUN	maître
Giles	PROPN	gilles
Labbat	PROPN	blasbe
,	PUNCT	,
procureur	NOUN	procureur
de	ADP	de
J	PRON	je
.	PUNCT	.
d'	ADP	de
Aunoy	PROPN	auner
,	PUNCT	,
escuier	NOUN	escuier
,	PUNCT	,
bailli	VERB	baillie
de	ADP	de
Chaumont	ADV	chaument
,	PUNCT	,
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
par	ADP	par
vertu	NOUN	vertu
de	ADP	de
certeinnes	ADJ	certein
lettres	NOUN	lettre
royaulx	ADJ	royaux
,	PUNCT	,
dont	PRON	dont
a	ADP	a
apparu	VERB	apparoir
à	ADP	à
la	DET	le
Court	VERB	cour
,	PUNCT	,
à	ADP	à
ce	PRON	ce
que	SCONJ	que
nulz	DET	nul
ne	ADV	ne
soient	VERB	estre
receuz	VERB	recevoir
en	ADP	en
bailli	VERB	baillie
de	ADP	de
Chaumont	ADV	chaument
,	PUNCT	,
sans	NOUN	sans
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
soit	VERB	estre
par	ADP	par
avant	ADV	avant
oy	VERB	öir
en	ADP	en
ses	DET	son
causes	NOUN	cause
d'	ADP	de
opposition	NOUN	opposition
,	PUNCT	,
et	CCONJ	et
ce	PRON	ce
a	ADP	a
requiz	VERB	requérir
ledit	DET	ledit
Labbat	PROPN	blasbe
estre	VERB	estre
enregistré	VERB	engretrer
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XIIJe	ADJ	untiz
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
J	PRON	je
.	PUNCT	.
Le	DET	le
Beguinat	PROPN	beguigne
,	PUNCT	,
procureur	NOUN	procureur
ceans	ADV	ceans
,	PUNCT	,
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
et	CCONJ	et
oppose	NOUN	oppos
à	ADP	à
ce	PRON	ce
que	SCONJ	que
la	DET	le
Court	VERB	cour
ne	ADV	ne
confere	VERB	confer
,	PUNCT	,
ou	CCONJ	ou
les	DET	le
commissaires	NOUN	commetrir
à	ADP	à
ce	PRON	ce
ordonnez	VERB	ordonner
,	PUNCT	,
les	DET	le
bourses	NOUN	bourse
du	ADP.DET	de.le
college	VERB	coler
de	ADP	de
Dormans	PROPN	dormir
à	ADP	à
autre	ADJ	autre
que	SCONJ	que
à	ADP	à
un	DET	un
sien	ADJ	sien
nepveu	NOUN	nepeu
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
a	ADP	a
presenté	NOUN	presenter
à	ADP	à
l'	DET	le
abbé	NOUN	abbé
de	ADP	de
St	X	set
Jehan	PROPN	jean
des	ADP.DET	de.le
Vignes	ADJ	vigne
,	PUNCT	,
s'	DET	soi
il	PRON	il
n'	ADV	ne
est	VERB	estre
plus	ADV	plus
près	NOUN	près
de	ADP	de
Dormans	PROPN	dormir
que	SCONJ	que
n'	ADV	ne
est	VERB	estre
sondit	ADJ	sondit
nepveu	NOUN	nepeu
,	PUNCT	,
ou	CCONJ	ou
du	ADP.DET	de.le
linage	NOUN	lignage
de	ADP	de
Dormans	PROPN	dormir
,	PUNCT	,
selon	ADJ	selon
les	DET	le
status	NOUN	tastost
dudit	ADP.DET	de.ledit
college	VERB	coler
.	PUNCT	.
Lundi	PROPN	lundi
,	PUNCT	,
XVIJe	ADJ	vingt-sif
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
de	ADP	de
Lespine	NOUN	leindre
s'	DET	soi
est	VERB	estre
opposé	NOUN	opposer
et	CCONJ	et
oppose	NOUN	oppos
que	SCONJ	que
nul	DET	nul
ne	ADV	ne
soit	VERB	estre
receu	VERB	recevoir
à	ADP	à
l'	DET	le
office	NOUN	office
d'	ADP	de
uissier	NOUN	osir
de	ADP	de
Parlement	NOUN	parlement
de	ADP	de
Thomas	PROPN	thomas
Rart	PROPN	rapre
que	SCONJ	que
l'	DET	le
en	ADP	en
dit	VERB	dire
trespassé	VERB	trespasser
,	PUNCT	,
sans	NOUN	sans
le	DET	le
oïr	VERB	öir
ou	CCONJ	ou
appeller	VERB	appeler
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
derrain	ADP	derrain
jour	NOUN	jour
de	ADP	de
fevrier	VERB	fervir
.	PUNCT	.
Ce	PRON	ce
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
esté	VERB	être
visité	NOUN	visité
le	DET	le
procès	NOUN	proché
d'	ADP	de
entre	ADP	entre
Pierre	PROPN	piere
Amiot	PROPN	ametre
,	PUNCT	,
d'	ADP	de
une	DET	un
part	NOUN	part
,	PUNCT	,
et	CCONJ	et
J	PRON	je
.	PUNCT	.
Prevost	PROPN	prévôt
,	PUNCT	,
dit	VERB	dire
Merveillier	PROPN	merveillier
,	PUNCT	,
d'	ADP	de
autre	ADJ	autre
part	NOUN	part
,	PUNCT	,
sur	ADP	sur
quoy	PRON	quoi
ont	VERB	avoir
esté	VERB	être
parti	VERB	partir
en	ADP	en
la	DET	le
Chambre	NOUN	chambre
des	ADP.DET	de.le
Enquestes	ADV	enqueste
,	PUNCT	,
et	CCONJ	et
ancores	NOUN	encore
ont	VERB	avoir
esté	VERB	être
parti	VERB	partir
en	ADP	en
la	DET	le
Grant	ADJ	grant
Chambre	NOUN	chambre
.	PUNCT	.
Samedi	PROPN	samedi
,	PUNCT	,
premier	ADJ	premier
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
esté	VERB	être
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
de	ADP	de
Longueil	PROPN	longue
commiz	NOUN	commint
à	ADP	à
faire	VERB	faire
l'	DET	le
information	NOUN	information
de	ADP	de
pluseurs	DET	plusieurs
villes	NOUN	ville
que	SCONJ	que
le	DET	le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
de	ADP	de
Senliz	PROPN	senlit
dit	VERB	dire
estre	VERB	estre
du	ADP.DET	de.le
bailliage	NOUN	bailler
de	ADP	de
Senliz	PROPN	senlit
,	PUNCT	,
et	CCONJ	et
le	DET	le
procureur	NOUN	procureur
de	ADP	de
l'	DET	le
evesque	NOUN	évêque
de	ADP	de
Beauvaiz	PROPN	beauvair
dit	VERB	dire
estre	VERB	estre
du	ADP.DET	de.le
bailliage	NOUN	bailler
de	ADP	de
Beauvaiz	PROPN	beauvair
,	PUNCT	,
à	ADP	à
savoir	VERB	savoir
de	ADP	de
quel	DET	quel
bailliage	NOUN	bailler
elles	PRON	elle
sont	VERB	estre
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
XIJe	ADJ	signet
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Ymbert	PROPN	mimetre
du	ADP.DET	de.le
Grolay	PROPN	grolail
est	VERB	estre
venu	VERB	venir
prier	VERB	priier
de	ADP	de
par	ADP	par
le	DET	le
duc	NOUN	duc
de	ADP	de
Berry	PROPN	berry
la	DET	le
Court	VERB	cour
de	ADP	de
l'	DET	le
avancement	NOUN	avancement
du	ADP.DET	de.le
procès	NOUN	proché
de	ADP	de
messire	NOUN	seignor
Ode	PROPN	oud
de	ADP	de
Villars	NOUN	villart
contre	ADP	contre
messire	NOUN	seignor
Remon	PROPN	remonon
de	ADP	de
Turenne	PROPN	tuerne
,	PUNCT	,
et	CCONJ	et
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
autres	PRON	autre
grant	ADJ	grant
seigneur	NOUN	seigneur
welt	VERB	celter
que	SCONJ	que
l'	DET	le
on	PRON	on
attende	VERB	attendre
,	PUNCT	,
a	ADP	a
esté	VERB	être
enregistré	VERB	engretrer
.	PUNCT	.
Juedi	PROPN	jedit
,	PUNCT	,
XIIJe	ADJ	untiz
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Bethin	PROPN	betin
d'	ADP	de
Acy	PROPN	aci
,	PUNCT	,
marchant	NOUN	marcher
de	ADP	de
Lucques	PROPN	lucque
,	PUNCT	,
requiert	VERB	requerre
contre	ADP	contre
les	DET	le
arcevesque	NOUN	archevéque
et	CCONJ	et
les	DET	le
evesques	NOUN	evesque
de	ADP	de
Beauvaiz	PROPN	beauvair
et	CCONJ	et
de	ADP	de
Noyon	ADJ	noyon
et	CCONJ	et
dit	VERB	dire
que	SCONJ	que
ou	CCONJ	ou
mois	NOUN	mois
de	ADP	de
may	NOUN	mai
derrain	ADP	derrain
passé	NOUN	passer
ou	CCONJ	ou
environ	ADP	environ
,	PUNCT	,
Guillaume	PROPN	guillaume
du	ADP.DET	de.le
Porche	NOUN	porche
,	PUNCT	,
demourant	NOUN	demeurer
à	ADP	à
Luques	DET	luque
,	PUNCT	,
presta	VERB	prester
auxdiz	ADV	à.ledit
arcevesque	NOUN	archevéque
et	CCONJ	et
evesques	NOUN	evesque
IIIc	DET	quatre
florins	NOUN	florir
,	PUNCT	,
lesquelx	DET	lequel
promidrent	VERB	promdredit
de	ADP	de
rendre	VERB	rendre
et	CCONJ	et
paier	VERB	payer
à	ADP	à
Paris	PROPN	paris
en	ADP	en
leurs	DET	leur
personnes	NOUN	personne
et	CCONJ	et
privez	ADJ	privé
noms	DET	nom
dedans	ADP	dedans
le	DET	le
mois	NOUN	mois
de	ADP	de
septembre	NOUN	septembre
derrain	ADP	derrain
passé	NOUN	passer
,	PUNCT	,
et	CCONJ	et
de	ADP	de
ce	PRON	ce
baillerent	VERB	bailler
leur	DET	leur
lettre	NOUN	lettre
et	CCONJ	et
cedule	DET	cil
signée	NOUN	signer
de	ADP	de
leurs	DET	leur
propres	NOUN	propre
mains	NOUN	main
et	CCONJ	et
signets	NOUN	seigneur
,	PUNCT	,
si	ADV	si
requiert	VERB	requerre
que	SCONJ	que
confessent	VERB	confesser
ou	CCONJ	ou
nyent	VERB	nïent
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
il	PRON	il
confessent	VERB	confesser
,	PUNCT	,
soient	VERB	estre
condempnez	VERB	condembre
à	ADP	à
paier	VERB	payer
ladicte	DET	ledit
somme	NOUN	somme
et	CCONJ	et
despens	NOUN	despens
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
il	PRON	il
le	DET	le
nyent	VERB	nïent
,	PUNCT	,
le	DET	le
prouvera	VERB	prover
,	PUNCT	,
et	CCONJ	et
lesdiz	DET	ledit
defendeurs	NOUN	defendre
revendront	VERB	revenir
à	ADP	à
jeudi	NOUN	jedit
après	ADV	après
Pasques	NOUN	passe
prouchaines	NOUN	prochainque
dire	VERB	dire
ce	PRON	ce
qu'	SCONJ	que
il	PRON	il
appartendra	VERB	appartenir
et	CCONJ	et
seront	VERB	estre
monstrés	NOUN	montrer
les	DET	le
adjornemens	NOUN	adroment
et	CCONJ	et
la	DET	le
cedule	DET	cil
.	PUNCT	.
Venredi	VERB	venir
,	PUNCT	,
XIIIJe	ADJ	suitent
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
La	DET	le
Court	VERB	cour
au	ADP.DET	a.le
jour	NOUN	jour
d'	ADP	de
ui	ADV	ui
,	PUNCT	,
sur	ADP	sur
le	DET	le
plaidoié	NOUN	plaidier
du	ADP.DET	de.le
IIJe	DET	istre
jour	NOUN	jour
de	ADP	de
ce	PRON	ce
present	NOUN	présent
mois	NOUN	mois
et	CCONJ	et
tout	DET	tout
veu	VERB	voir
,	PUNCT	,
a	ADP	a
mis	VERB	metre
les	DET	le
IIJ	DET	deus
appellations	NOUN	appeler
faictes	VERB	faire
par	ADP	par
l'	DET	le
evesque	NOUN	évêque
d'	ADP	de
Amiens	PROPN	amiens
à	ADP	à
l'	DET	le
encontre	ADP	encontre
du	ADP.DET	de.le
procureur	NOUN	procureur
du	ADP.DET	de.le
Roy	NOUN	roi
,	PUNCT	,
le	DET	le
bailli	VERB	baillie
d'	ADP	de
Amiens	PROPN	amiens
et	CCONJ	et
autres	PRON	autre
(	PUNCT	(
au	ADP.DET	a.le
neant	PRON	nïent
)	PUNCT	)
sans	NOUN	sans
amende	NOUN	amender
,	PUNCT	,
et	CCONJ	et
s'	DET	soi
en	ADP	en
iront	VERB	aler
les	DET	le
parties	NOUN	partie
sans	NOUN	sans
jour	NOUN	jour
et	CCONJ	et
sans	NOUN	sans
terme	NOUN	terme
,	PUNCT	,
et	CCONJ	et
seront	VERB	estre
les	DET	le
cas	NOUN	cas
dont	PRON	dont
a	ADP	a
esté	VERB	être
plaidoié	NOUN	plaidier
reputez	VERB	reptus
et	CCONJ	et
les	DET	le
repute	NOUN	reputer
la	DET	le
Court	VERB	cour
pour	ADP	pour
non	NOUN	nom
avenus	VERB	avenir
,	PUNCT	,
et	CCONJ	et
ordonne	NOUN	ordonner
la	DET	le
Court	VERB	cour
et	CCONJ	et
du	ADP.DET	de.le
consentement	NOUN	consenter
desdictes	ADP	desdire
parties	NOUN	partie
que	SCONJ	que
l'	DET	le
evesque	NOUN	évêque
pour	ADP	pour
deffraier	NOUN	defersir
ledit	DET	ledit
bailli	VERB	baillie
et	CCONJ	et
son	DET	son
lieutenant	NOUN	lieutenant
paiera	VERB	paiier
VJxx	DET	sceller
escus	NOUN	escu
.	PUNCT	.
La	DET	le
Court	VERB	cour
a	ADP	a
defendu	VERB	defendre
à	ADP	à
messire	NOUN	seignor
J	PRON	je
.	PUNCT	.
de	ADP	de
Langac	PROPN	lange
,	PUNCT	,
chevalier	NOUN	chevalier
,	PUNCT	,
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
mefface	VERB	mefaf
ne	ADV	ne
ne	ADV	ne
face	VERB	faire
meffaire	NOUN	meffaire
à	ADP	à
Pierre	PROPN	piere
Mercier	NOUN	mercier
,	PUNCT	,
bourgois	NOUN	bourguison
de	ADP	de
Langac	PROPN	lange
,	PUNCT	,
à	ADP	à
peine	NOUN	peine
de	ADP	de
IJm	X	dejomme
mars	NOUN	marc
d'	ADP	de
or	NOUN	or
,	PUNCT	,
et	CCONJ	et
le	DET	le
tient	VERB	tenir
ladicte	DET	ledit
Court	VERB	cour
en	ADP	en
son	DET	son
sauf	ADJ	sauf
conduit	NOUN	conduit
,	PUNCT	,
et	CCONJ	et
lui	PRON	lui
baillera	VERB	bailler
asseurement	ADV	assurement
devant	ADP	devant
l'	DET	le
official	NOUN	officile
.	PUNCT	.
Samedi	PROPN	samedi
,	PUNCT	,
XVe	ADJ	sivre
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
maistre	NOUN	maître
Pierre	PROPN	piere
Boier	NOUN	boier
,	PUNCT	,
docteur	NOUN	doter
en	ADP	en
loiz	NOUN	loi
,	PUNCT	,
a	ADP	a
protesté	NOUN	protester
,	PUNCT	,
que	SCONJ	que
comme	SCONJ	comme
maistre	NOUN	maître
J	PRON	je
.	PUNCT	.
Catalan	PROPN	catalent
,	PUNCT	,
procureur	NOUN	procureur
ceans	ADV	ceans
pour	ADP	pour
Bernart	PROPN	berner
Boyer	PROPN	boier
,	PUNCT	,
son	DET	son
frere	NOUN	frere
,	PUNCT	,
viguier	NOUN	vigion
de	ADP	de
Carcassonne	PROPN	carçone
,	PUNCT	,
certeinnes	ADJ	certein
lettres	NOUN	lettre
dudit	ADP.DET	de.ledit
office	NOUN	office
de	ADP	de
viguier	NOUN	vigion
apartenent	VERB	apartenir
audit	ADV	à.ledit
Bernart	PROPN	berner
eust	VERB	avoir
prises	NOUN	prendre
et	CCONJ	et
receues	NOUN	recevoir
d'	ADP	de
icelle	DET	cil
Court	VERB	cour
pour	ADP	pour
bailler	VERB	bailler
à	ADP	à
Guinot	PROPN	guinet
de	ADP	de
Pesteil	NOUN	pestile
,	PUNCT	,
partie	NOUN	partie
adverse	NOUN	adverser
de	ADP	de
sondit	ADJ	sondit
frere	NOUN	frere
,	PUNCT	,
que	SCONJ	que
ce	PRON	ce
a	ADP	a
esté	VERB	être
et	CCONJ	et
est	VERB	estre
pour	ADP	pour
crainte	NOUN	crainte
et	CCONJ	et
doubte	NOUN	doute
qu'	SCONJ	que
il	PRON	il
ne	ADV	ne
fust	VERB	estre
mené	VERB	mener
hors	ADV	hors
de	ADP	de
Paris	PROPN	paris
en	ADP	en
prison	NOUN	prison
et	CCONJ	et
par	ADP	par
violence	NOUN	voloir
et	CCONJ	et
villené	NOUN	villere
en	ADP	en
sa	DET	son
personne	NOUN	personne
,	PUNCT	,
soubz	NOUN	sous
umbre	NOUN	ombre
et	CCONJ	et
auctorité	NOUN	autorité
du	ADP.DET	de.le
duc	NOUN	duc
de	ADP	de
Berry	PROPN	berry
,	PUNCT	,
et	CCONJ	et
que	SCONJ	que
rien	NOUN	rien
qu'	SCONJ	que
il	PRON	il
ait	VERB	avoir
fait	VERB	faire
ou	CCONJ	ou
face	VERB	faire
ne	ADV	ne
lui	PRON	lui
prejudicie	NOUN	prédudice
,	PUNCT	,
ne	ADV	ne
aussy	ADV	aussi
à	ADP	à
son	DET	son
dit	VERB	dire
frere	NOUN	frere
.	PUNCT	.
Mercredi	PROPN	mercredi
,	PUNCT	,
XIXe	ADJ	sivre
jour	NOUN	jour
de	ADP	de
mars	NOUN	marc
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
,	PUNCT	,
a	ADP	a
esté	VERB	être
signé	VERB	signer
par	ADP	par
le	DET	le
graphier	VERB	grapier
une	DET	un
commission	NOUN	compission
d'	ADP	de
entre	ADP	entre
le	DET	le
sr	ADP	sor
de	ADP	de
Pousauges	NOUN	pouvoir
et	CCONJ	et
le	DET	le
duc	NOUN	duc
de	ADP	de
Berri	PROPN	berry
contre	ADP	contre
le	DET	le
sr	ADP	sor
de	ADP	de
la	DET	le
Suze	NOUN	sous
par	ADP	par
la	DET	le
hativeté	NOUN	hativeté
du	ADP.DET	de.le
procureur	NOUN	procureur
dudit	ADP.DET	de.ledit
de	ADP	de
Pousauges	NOUN	pouvoir
,	PUNCT	,
que	SCONJ	que
requiert	VERB	requerre
Pingué	ADJ	pignoge
,	PUNCT	,
procureur	NOUN	procureur
dudit	ADP.DET	de.ledit
de	ADP	de
la	DET	le
Suze	NOUN	sous
,	PUNCT	,
estre	VERB	estre
corrigée	NOUN	corroiier
,	PUNCT	,
pour	ADP	pour
ce	PRON	ce
que	SCONJ	que
en	ADP	en
icelle	DET	cil
a	ADP	a
pro	ADV	pro
omni	NOUN	omin
prefixion	ADJ	préfifion
qui	PRON	qui
n'	ADV	ne
y	ADV	y
doit	VERB	devoir
point	NOUN	point
estre	VERB	estre
.	PUNCT	.
Cedit	DET	cedit
jour	NOUN	jour
