form	upos	lemma
frés	NOUN	frois
frès	ADJ	frès
fresk	NOUN	franc
frestré	NOUN	frerdre
fretielles	NOUN	fraitel
fretz	NOUN	fraindre
freür	NOUN	freur
freyd	NOUN	freid
freydure	NOUN	fréditure
freyne	NOUN	freine
friandes	NOUN	fraindre
friandie	NOUN	fraindre
friandises	NOUN	fraindre
frians	NOUN	frien
friant	VERB	frien
fribourc	NOUN	frebucion
fribourg	NOUN	fribouchion
fribourt	PROPN	fribeucoir
frice	NOUN	friec
friet	NOUN	freindre
friges	NOUN	freigne
frinteir	VERB	frendre
frisson	NOUN	frois
frissonnans	NOUN	froisson
friuses	VERB	froisser
froerons	NOUN	forrenon
froid	NOUN	froid
froideur	NOUN	froideur
froidist	VERB	froidir
froidour	NOUN	froidure
froïe	NOUN	froie
froins	NOUN	froin
froissee	NOUN	froisser
froissez	NOUN	froisser
fromant	NOUN	froment
fromens	NOUN	fromen
frommage	NOUN	fromagne
frontière	NOUN	frontifé
frontières	NOUN	frontifé
frosseiz	NOUN	froissier
froteir	VERB	froitir
frotés	NOUN	froite
frotte	NOUN	froit
frotter	VERB	froter
frottont	NOUN	fort
frount	NOUN	froude
froyde	NOUN	froit
fructefied	NOUN	fruftité
fructefierád	VERB	froutfire
fructueuse	ADJ	fruduette
fructus	NOUN	frudut
fruictz	NOUN	fruit
fruissed	NOUN	fruisdre
fruisset	VERB	fruistre
fruisset	VERB	fruisser
fruitz	NOUN	fruit
frúiz	NOUN	freindre
frúnt	VERB	frendre
frustez	NOUN	fruster
frut	VERB	frude
fruyt	NOUN	fruit
fryez	NOUN	frié
fryson	NOUN	frois
fú	VERB	faire
fuaunt	NOUN	fueil
fuct	NOUN	fucer
fueillaige	NOUN	fuialle
fuereit	NOUN	fuerre
fuerint	VERB	fuir
fuerunt	VERB	fuer
fugs	NOUN	fus
fúí	VERB	faire
fuíd	VERB	fudre
fúie	NOUN	fïef
fuied	VERB	fuir
fuieit	VERB	fuir
fuíes	NOUN	fuer
fuiet	VERB	fuir
fuiéz	VERB	fuir
fu-il	NOUN	fous
fuildrantte	NOUN	falir
fuilli	NOUN	folir
fuillíe	NOUN	folir
fuioient	VERB	fuir
fuioit	VERB	fuir
fuion	NOUN	fuir
fuions	NOUN	fuir
fuioyent	VERB	fuir
fuira	VERB	fuir
fuirai	VERB	fuir
fuirat	VERB	fuir
fuírent	VERB	furer
fuïrent	VERB	fuir
fuirés	NOUN	fuir
fuirez	VERB	fuir
fuiroie	VERB	fuir
fuiroient	VERB	fuir
fuiroit	VERB	fuir
fuirunt	VERB	fuir
fuirur	NOUN	fureur
fuisoun	NOUN	fuir
fuïsse	NOUN	fuir
fuisses	VERB	être
fuisset	VERB	être
fuissez	NOUN	être
fuissiemes	NOUN	fuir
fuissiés	VERB	fuir
fuissiez	VERB	fuir
fuissiéz	VERB	fuir
fuissons	NOUN	fuir
fuïst	VERB	fuir
fuistes	NOUN	fuir
fuïstes	NOUN	fuir
fuisun	NOUN	fuir
fuitte	NOUN	fuite
fuiums	NOUN	fuir
fuíz	NOUN	fust
fuïz	VERB	fuir
fuldre	NOUN	fudre
fuled	NOUN	fule
fuméé	NOUN	fumée
fúms	NOUN	faims
fundéé	NOUN	fondrement
fundemenz	NOUN	fondement
fundense	PROPN	fondenent
fundet	VERB	fendre
fundiz	PROPN	fondre
funtáines	NOUN	fontine
funteine	NOUN	fontenir
fúnz	NOUN	fenir
fuoient	VERB	fuir
furae	NOUN	furer
fúrent	VERB	fraindre
fureur	NOUN	furer
fureut	NOUN	estre
furieux	NOUN	fruitue
furieuz	NOUN	fureire
furmad	NOUN	furmer
furmad	PROPN	furmer
furmat	NOUN	furement
furmat	PROPN	furement
furméd	NOUN	furement
furméd	PROPN	furement
furmenz	NOUN	furement
furmét	NOUN	furement
furméz	NOUN	furement
furmum	NOUN	furmun
furnirái	NOUN	froindre
furniray	NOUN	froinnier
furnísse	NOUN	furent
furniz	NOUN	estre
furny	NOUN	estre
furre	NOUN	furer
furrez	NOUN	furer
fús	NOUN	faire
fusées	NOUN	fuser
fusez	NOUN	estre
fusicien	NOUN	fuissien
fusiens	NOUN	être
fussés	NOUN	estre
fussient	VERB	être
fussiéz	NOUN	fuser
fussions	NOUN	estre
fussoms	NOUN	estre
fusson	NOUN	estre
fúst	VERB	faire
fustz	NOUN	estre
futuro	NOUN	furtu
fuu	NOUN	feu
fuuyns	NOUN	fuir
fuye	NOUN	fuir
fuyez	NOUN	fuir
fuyez	VERB	fuir
fuyoient	VERB	fuir
fuyoit	VERB	fuir
fuyrent	VERB	fuir
fuyson	NOUN	fuir
fuyssent	VERB	fuir
fuyt	VERB	fuir
fuyte	NOUN	fuite
fuytte	NOUN	fuite
fyablez	VERB	fïable
fye	NOUN	fief
fyé	NOUN	fief
fyl	NOUN	fil
fyle	NOUN	fille
fyles	NOUN	fils
fyne	NOUN	finer
fynement	NOUN	finement
fynerent	VERB	finer
fyny	VERB	fin
fyoient	VERB	fïer
fyrent	VERB	faire
fysicïen	NOUN	fiispre
fyst	VERB	faire
fyz	NOUN	fils
g’		
gaaigneissiez	VERB	gagner
gaaigneors	NOUN	gagner
gaaignerie	NOUN	gagner
gaaigniee	VERB	gagner
gaaigniée	VERB	gagner
gaaingniet	VERB	gagner
gaainnierent	VERB	gagenine
gaanges	NOUN	gagner
gaangnier	PROPN	gagner
gaars	NOUN	gare
gáás	NOUN	guens
gaaygniet	VERB	gagaint
gabaón	PROPN	gabant
gabaonite	PROPN	gabaitement
gabaoníte	PROPN	gabatre
gabaonites	PROPN	gabaiton
gabaonítes	PROPN	gabantobre
gabberent	VERB	gebander
gabelle	NOUN	gabelle
gabelles	NOUN	gabelle
gabés	NOUN	gaber
gachius	PROPN	gcaciquis
gád	NOUN	gjed
gaddi	PROPN	gadidre
gaddí	PROPN	gadde
gaderóth	PROPN	gaderdre
gadiffer	PROPN	gadefre
gadres	PROPN	gadre
gaegnast	VERB	gagner
gaeignons	NOUN	gagner
gaengner	VERB	gagner
gagates	PROPN	gager
gagatromaeus	PROPN	gagaton
gagnèrent	VERB	gangier
gagnier	VERB	gagner
gagnièrent	VERB	gagner
gaiement	NOUN	gaimetement
gaige	NOUN	gage
gaiges	NOUN	gage
gaïgnassent	VERB	gagner
gaignay	VERB	gagner
gaignee	NOUN	gagner
gaignée	NOUN	gagner
gaignèrent	VERB	gagner
gaignie	NOUN	gagner
gaignié	VERB	gagner
gaigniée	VERB	gagner
gaigniés	VERB	gagner
gaillardon	PROPN	galoindre
gaillars	NOUN	galeille
gaïne	NOUN	gaine
gaingna	VERB	gagner
gaingne	NOUN	gagner
gaingnèrent	VERB	gagner
gaingnerez	VERB	gagner
gaingneroit	VERB	gagner
gaingneront	VERB	gandoner
gairs	VERB	gaire
gairt	VERB	garir
gaïus	ADJ	gaisier
galaád	VERB	galadie
galactites	PROPN	gauvatte
galaes	PROPN	gales
galans	NOUN	galens
galatas	PROPN	galate
galatha	PROPN	galatir
galathiens	PROPN	galatin
galeace	PROPN	galefor
galée	NOUN	galefer
galées	NOUN	galesse
galeis	PROPN	galesil
galesus	PROPN	galesu
galewey	PROPN	galefoil
galeys	PROPN	galesle
galiache	PROPN	galaite
galian	PROPN	galaindre
galiien	PROPN	galinie
galilea	PROPN	galleie
galilée	PROPN	galiefse
galiléé	PROPN	galleter
galiot	PROPN	galoit
gallandes	NOUN	galend
gallans	NOUN	gallen
galleache	PROPN	galacier
gallerie	NOUN	galeille
gallicantus	PROPN	gallicut
gallici	PROPN	galic
gallicorum	PROPN	glaudeux
gallie	NOUN	gallei
gallies	NOUN	gallei
gallogrecie	PROPN	galogle-que
galloise	NOUN	galoisle
galoys	NOUN	galois
galye	NOUN	galie
gamaliel	PROPN	gamelle
gand	NOUN	gand
gangne	NOUN	gangier
gangné	VERB	ganger
gans	NOUN	gant
gantellet	NOUN	genteller
gapaumes	PROPN	gaperon
gapondes	PROPN	gaponter
garantisisse	VERB	garantise
garanty	VERB	garantir
garchons	NOUN	garçon
garcion	NOUN	garcir
garçoun	PROPN	garçon
garçoun	NOUN	garçon
garçouns	NOUN	garçon
garczon	NOUN	gracon
gard	NOUN	garde
gardat	VERB	garder
gardcorps	NOUN	garce-ubre
gardebras	VERB	garder
garded	NOUN	garde
gardée	NOUN	garder
gardées	VERB	garder
gardein	NOUN	garder
gardeins	NOUN	garder
gardeir	VERB	garder
gardens	NOUN	garder
garderat	VERB	garder
garderay	VERB	garder
gardèrent	VERB	garder
garderés	NOUN	garder
garderéz	NOUN	garder
garderobre	NOUN	garder
garderount	VERB	garder
garderoye	VERB	garder
garderunt	VERB	garder
gardetz	NOUN	garder
gardeyn	NOUN	garder
gardeyne	NOUN	garder
gardeynz	NOUN	garder
gardéz	VERB	garder
gardian	NOUN	gardire
gardien	NOUN	gardien
gardout	NOUN	garder
gardum	NOUN	gardeu
gardyns	NOUN	gardin
gareb	PROPN	garder
garencieres	PROPN	gariner
garés	VERB	garé
garès	NOUN	garé
garesne	ADJ	garesse
gargalet	VERB	garagle
gargalette	NOUN	garager
gargatte	NOUN	garagte
gargonnent	VERB	garnagon
gargonner	VERB	garner
garisiez	VERB	garisier
garisse	VERB	garise
garissent	VERB	garise
garisses	VERB	garise
garissiéz	PROPN	garisier
garissiéz	VERB	gariser
garissoient	VERB	garison
garisson	NOUN	garison
garist	VERB	garir
garistes	VERB	garise
garistez	VERB	garir
garistra	VERB	garir
garitel	PROPN	gartel
garnade	VERB	garnandre
garnementz	VERB	garnement
garnesture	NOUN	garnevour
garnid	VERB	gardin
garniee	VERB	gariner
garniez	VERB	garnir
garnirent	VERB	gariner
garnissent	VERB	garnise
garnissoient	VERB	garnison
garnyr	VERB	garnir
garnyson	NOUN	garnison
garra	VERB	garir
garretier	VERB	garirer
garrigant	PROPN	garir
garrison	NOUN	garir
garrisson	NOUN	garir
garriz	VERB	garir
garroit	VERB	garir
garroiz	VERB	garir
garsette	NOUN	garester
garson	NOUN	garçon
garsoun	PROPN	garçon
garville	PROPN	garvelin
garyn	PROPN	garin
gascelins	PROPN	gaslein
gascoings	PROPN	gascongie
gascongne	PROPN	gascongle
gascoyn	PROPN	gascon
gasteir	VERB	gaster
gastiaus	NOUN	gastel
gastíne	ADJ	gâten
gastinois	PROPN	gâtine
gastoyent	VERB	gastoyer
gatier	VERB	gatier
gaucourt	PROPN	gaucher
gaudefroy	PROPN	gadefroi
gaudentius	PROPN	gaudine
gaudiac	PROPN	gaudieu
gaudii	VERB	gaudir
gaufrei	PROPN	gaufire
gauntz	NOUN	gaut
gaure	NOUN	gares
gauthier	PROPN	gauthine
gautier	PROPN	gautier
gautiers	PROPN	gautier
gauwain	PROPN	gauvain
gavion	NOUN	gauveni
gay	NOUN	gai
gaynerie	NOUN	gainetre
gaytan	PROPN	gataint
gaza	VERB	gast
gazám	PROPN	gage
gazé	VERB	gast
gazer	VERB	gaster
geans	NOUN	gane
geantz	NOUN	ganter
geanz	NOUN	gane
geánz	NOUN	gent
gebééd	PROPN	geberde
gecte	NOUN	jeter
gectee	VERB	jeter
gectees	NOUN	jeter
gectent	VERB	jeter
gecterent	VERB	jeter
gectés	NOUN	jeter
gectier	VERB	jeter
gectoient	VERB	jeter
geet	NOUN	jean
geffrei	PROPN	géfifor
geffroy	PROPN	geoffroy
gefroy	PROPN	gerfois
gehennón	PROPN	genencier
gehi	NOUN	gehir
gehirai	VERB	gairïon
gehissiez	VERB	jasistre
gehsemani	PROPN	geshainge
geius	PROPN	jasion
geius	NOUN	jasion
geleis	NOUN	geler
gelin	PROPN	gelin
gelle	NOUN	gelle
gellée	NOUN	geler
gelline	NOUN	glein
gellines	NOUN	glein
gelyns	NOUN	gelsin
gembes	NOUN	jembe
gemeges	PROPN	gejer
geminis	PROPN	maincin
geminos	PROPN	genjoin
gemira	VERB	jejoir
gemirai	VERB	genir
gemirent	VERB	jejer
gemisement	NOUN	jemener
gemissemens	NOUN	jesmeil
gemissoit	VERB	jesir
gemist	VERB	mestre
gemit	VERB	gembre
gemméz	VERB	metre
gemyr	VERB	jemir
gencian	PROPN	gencince
gencianne	PROPN	gencinement
gençur	NOUN	gencur
gendun	PROPN	gendon
generaciuns	NOUN	génération
général	NOUN	genaigne
générale	NOUN	genefor
généralement	NOUN	genevont
générales	NOUN	genefor
generali	VERB	général
generalle	NOUN	genalier
généralle	NOUN	genelir
generallement	NOUN	genelerat
generation	NOUN	génération
generation	PROPN	génération
generatiun	NOUN	génération
generatiuns	PROPN	génération
generatiuns	NOUN	génération
generaulz	NOUN	général
genesce	VERB	genes
genese	PROPN	genes
geneses	PROPN	genes
genesim	PROPN	geneigne
genesin	PROPN	gensine
genesiunz	PROPN	genseil
genesius	PROPN	genesuit
genever	VERB	genefer
geneviefve	PROPN	genveillier
genevieve	PROPN	genvier
genevois	PROPN	genefoil
genevoise	VERB	genefoil
genevoix	NOUN	genevoil
genevoix	PROPN	genefloive
genitares	NOUN	gentir
genitrix	NOUN	gentil
genius	PROPN	genjois
genlilz	NOUN	genlil
genois	PROPN	genois
genoullons	NOUN	genoullon
genoulx	NOUN	genoil
genoulz	NOUN	genou
genous	NOUN	genou
genoux	ADJ	genou
genovefa	PROPN	genofevour
genovefe	PROPN	genofevoir
genoylounz	NOUN	genoillon
genoyls	NOUN	genoil
gensdarmes	NOUN	gendaume
gentele	NOUN	gentile
genti	ADJ	gentir
gentiex	NOUN	gentil
gentilesce	NOUN	gentille
gentille	NOUN	gentille
gentillesse	PROPN	gentille
gentillesse	NOUN	gentille
gentils-et	VERB	gentille
gentilshommes	NOUN	gentilhomme
gentilzhommes	NOUN	gentilhomme
gentrise	NOUN	gentir
gentryse	NOUN	gentir
gentz	ADJ	gent
genuï	VERB	genuivre
genuilluns	NOUN	genuil
genules	ADJ	genule
genulez	VERB	genule
genver	VERB	genefre
genyus	PROPN	genoil
génz	NOUN	gent
geoffray	PROPN	geoffroy
geolier	NOUN	jasiler
geomagog	PROPN	gaumaron
gerault	PROPN	garelol
gerberoi	PROPN	gerbaire
gerberois	PROPN	gerbaire
gerbers	PROPN	gerbre
gerbroys	PROPN	gerbris
gerland	PROPN	grendal
gerlant	PROPN	grenal
gerlanz	PROPN	grenal
gernerui	PROPN	geringuer
geronce	PROPN	gerchon
gerosme	PROPN	greomosse
gerpisiez	VERB	greinïet
gerpist	VERB	gerpit
gerpyr	VERB	gerpiz
gerra	VERB	gerrair
gerrai	VERB	guerrir
gerréz	NOUN	guerre
gerroie	VERB	guerre
gervais	NOUN	gervais
gervaise	PROPN	gervaise
gervaise	PROPN	gervais
ges	NOUN	jas
ges	NOUN	je
gèsir	VERB	gaisir
gesír	VERB	gesser
gesoient	VERB	jeser
gessé	VERB	segess
gessemany	PROPN	gessagen
getad	VERB	jeter
getád	VERB	jeter
getat	PROPN	geter
getat	VERB	jeter
getei	VERB	jeter
getéz	VERB	jeter
géth	ADJ	gaitre
getta	VERB	jeter
gettai	PROPN	getier
gettant	VERB	jeter
gettasse	ADJ	etter
gettast	VERB	jeter
gettat	NOUN	jeter
gettay	PROPN	gettre
gette	NOUN	jeter
gettée	VERB	jeter
getteiz	ADJ	jeter
gettent	VERB	jeter
getter	VERB	jeter
getterent	VERB	jeter
gettoient	VERB	jeter
getz	NOUN	jet
geue	NOUN	geu
geuent	VERB	geunet
geümes	NOUN	guyme
geüna	VERB	jeaune
geüne	NOUN	jeaune
geüne	PROPN	guevoin
geüner	VERB	jeauner
geurent	VERB	guerre
geusmes	NOUN	guense
geüsse	VERB	jasser
geüssent	VERB	jasser
geust	NOUN	guet
geustes	ADJ	gueiste
geynys	PROPN	jaisin
geyte	NOUN	jeter
giac	PROPN	giache
gibbier	ADJ	bribe
gieffroy	PROPN	géfirer
gienst	VERB	jesir
gientz	NOUN	jeter
gierachy	PROPN	gierhalhier
giest	VERB	jesir
giest	PROPN	haistre
gietastez	NOUN	jeter
gietéz	VERB	jesiter
gietiéz	VERB	jesité
giette	NOUN	jeter
gietter	VERB	jeter
giettés	NOUN	jeter
gïeu	X	hijeus
gïeus	ADJ	hijèsue
gieut	VERB	jesir
gilbert	PROPN	gilbert
gilebert	PROPN	gilabre
gille	NOUN	gille
gille	PROPN	gille
gillebers	PROPN	gillaume
gillent	VERB	gleil
gilles	PROPN	gilles
gilly	PROPN	gillet
gilon	PROPN	gilon
gingivez	VERB	gignel
giraffa	NOUN	gédre
girars	ADJ	girard
girart	PROPN	girard
girauld	PROPN	giraud
girra	VERB	jesir
girunees	NOUN	girement
gisantz	VERB	jesir
giseez	NOUN	jesir
giseit	VERB	jesir
giséit	VERB	jesir
gisont	NOUN	jesir
gisors	PROPN	jesir
gissent	VERB	jesir
gissoient	VERB	gésir
gissoit	VERB	jesir
gisum	NOUN	guisme
gitay	VERB	jeter
giterde	NOUN	jeter
gitot	NOUN	jeter
gitta	VERB	jeter
gitter	VERB	jeter
gitterent	VERB	jeter
gittre	NOUN	jettre
giueroit	VERB	jéieure
gïux	NOUN	mulie
givry	PROPN	givre
giw	NOUN	gui
giwius	PROPN	juisic
gizon	PROPN	jesit
glaas	NOUN	calap
gladium	VERB	gladieu
glastingebire	PROPN	glage-dignye
glatissent	VERB	glaitement
glaude	PROPN	glade
glaudu	PROPN	glaudeu
glay	NOUN	glai
glayve	NOUN	glape
glazat	NOUN	galtapt
gleyves	NOUN	glive
glisiere	PROPN	glisier
glissant	VERB	glains
gloëcestre	PROPN	gloercetenor
gloirefierent	VERB	glerifier
gloreffie	NOUN	gréver
glorefiee	NOUN	glorefie
glorefïerent	PROPN	glorefort
glorefiés	NOUN	glorefse
glorefïés	PROPN	glorefort
glorefïez	NOUN	gloreffor
gloriae	NOUN	glorie
gloriam	NOUN	glorie
glorïeus	ADJ	glorieux
glorieusement	NOUN	glorieux
gloriffians	NOUN	grévition
gloriffiant	VERB	grévité
gloriffie	NOUN	grévité
gloriffioit	VERB	grévité
glorifié	VERB	glorifier
glorifiums	PROPN	glorifion
gloriosa	PROPN	glorieux
gloriosement	NOUN	glorerie
gloriouz	ADJ	glorir
gloriouz	NOUN	glorieux
glorioz	PROPN	glorir
gloriusement	NOUN	glorieux
gloseüre	NOUN	gloser
glotonye	NOUN	glotinement
glotouns	NOUN	gloton
gloucestre	PROPN	gloresque
gloute	ADJ	gloire
gloutement	ADV	glouement
gloutes	ADJ	gloire
glouton	NOUN	gloupier
glouton	PROPN	gloupier
gloutonnie	NOUN	gloundrende
gloutonnie	PROPN	glouindre
gloutons	PROPN	gloupin
gloutons	NOUN	gloupin
glouz	NOUN	gloup
glouz	PROPN	gloup
glueuse	ADJ	gloieux
glutunerie	NOUN	gulondre
glys	NOUN	glis
gób	NOUN	gber
goblés	NOUN	gouver
godard	PROPN	goderd
godebrand	PROPN	godefrabier
godeffroy	PROPN	godferf
godefrois	PROPN	godefroi
godefroy	PROPN	godefroid
godefroys	PROPN	godefroi
godefroyt	PROPN	godefroid
goderiche	PROPN	goudéerbre
godolias	PROPN	goofflor
godolie	PROPN	gooflet
godólie	PROPN	goudfier
godolíe	PROPN	goofle
goffroy	PROPN	goffrot
goffroys	PROPN	goffrof
gofroi	PROPN	gofrir
gojone	NOUN	goujemen
gojoun	NOUN	jougom
golaffre	NOUN	gouvalter
golgota	PROPN	gougatos
golias	PROPN	golais
goliast	PROPN	golaistie
goliat	PROPN	golatir
goliáth	PROPN	guillation
golphe	NOUN	gueppor
gombaus	ADJ	gombas
gombaut	PROPN	gombatre
gomorre	PROPN	gormompre
gondebalt	PROPN	gondable
gondree	VERB	gondre
gonne	NOUN	gonne
gonnez	VERB	gonnet
gonphanons	NOUN	gompagnon
gorés	NOUN	goré
gorgeier	VERB	gorgeie
gossier	VERB	gossire
gothe	PROPN	gote
gothebault	PROPN	goutable
gothes	PROPN	gote
gouernernent	VERB	gouverner
goufanon	NOUN	gouvontance
gouffre	NOUN	gouffre
gouffre	PROPN	goffroe
goulain	PROPN	goulain
goulee	NOUN	gouelle
goulphe	NOUN	gouppre
goupillettez	NOUN	goutevoil
gourle	PROPN	gorleux
gourpille	NOUN	gorpluyeux
gouters	NOUN	gouter
gouteux	ADJ	goutel
gouvernail	NOUN	gouvernain
gouvernal	NOUN	gouverneux
gouvernance	NOUN	gouvernence
gouvernans	NOUN	gouverner
gouvernée	VERB	gouverner
gouvernées	NOUN	gouverner
gouverneeur	NOUN	gouverneux
gouverneir	VERB	gouverner
gouvernemens	NOUN	gouvernement
gouvernement	NOUN	gouvernement
gouverneray	VERB	gouverner
gouvernèrent	VERB	gouverner
gouverneroye	VERB	gouverner
gouvernés	NOUN	gouverner
gouverneur	NOUN	gouverneur
gouverneurs	NOUN	gouverneux
gouverno	PROPN	gouverneux
gouvernoye	NOUN	gouverner
governalz	NOUN	governal
governers	NOUN	governon
government	NOUN	govoirement
goy	NOUN	jouï
goye	NOUN	goise
goynez	PROPN	gointer
góza	VERB	gapt
gozam	PROPN	gostage
gozán	PROPN	gostan
graantot	ADJ	garantre
grâce	NOUN	grec
gracez	VERB	grace
graciae	VERB	gracier
gracial	PROPN	gracieux
gracié	VERB	gracier
gracien	PROPN	gracine
gracïeuse	NOUN	gracheveu
gracieuseté	NOUN	gracevoise
gracïeusez	VERB	gracheveu
gracïeux	NOUN	gracieux
graciiéz	NOUN	gracier
graciiéz	ADJ	gracier
graciouce	NOUN	graciocque
gracious	NOUN	gracios
graciouse	NOUN	gracios
graciousement	NOUN	gracïos
gractias	VERB	grâte-dre
gradilie	ADJ	graillier
graeaz	VERB	garére
graeces	PROPN	grâce
grahels	NOUN	graille
graïlle	NOUN	gräille
graín	ADJ	grand
grainge	NOUN	grant
grainne	ADJ	graine
graiphe	VERB	graippier
graises	NOUN	graise
grammaire	NOUN	gramer
gramoiéz	NOUN	gramer
grandeur	ADJ	grandise
grandeurs	ADJ	grandise
grandez	ADJ	grand
gránt	ADJ	grant
granted	ADJ	grant
grantee	ADJ	grant
grantéé	NOUN	granter
grantereit	ADJ	grantire
grantmont	PROPN	grant
grapharium	VERB	grapion
graphier	VERB	grapier
grasces	NOUN	grasse
grateir	VERB	gratier
gratiam	NOUN	gratiam
gratieuse	NOUN	gratieux
gratieusement	NOUN	grationmette
gratis	NOUN	gratis
gratuité	NOUN	gratiout
grauele	NOUN	gräel
graunde	ADJ	grand
graundement	ADV	grandement
graunge	NOUN	grange
graunta	VERB	grant
graunte	ADJ	grant
graunté	ADJ	grant
graunter	ADJ	grant
grauntz	ADJ	grant
grausle	NOUN	graux
gravate	PROPN	gravetre
graveleuz	NOUN	greveux
gravelignes	PROPN	gravain-elle
gravelingues	PROPN	gravaingle
gravelle	PROPN	grevelle
graventoent	VERB	gravent
gravíers	NOUN	graver
gravine	PROPN	grantix
gravitate	NOUN	gravettre
greante	ADJ	granter
greantée	PROPN	granter
greanteison	NOUN	grenetien
greantent	PROPN	granter
greantez	ADJ	granter
greantez	VERB	granter
grecce	ADJ	grece
grecos	ADJ	greco
grecques	ADJ	grecue
grecz	ADJ	grecir
grecz	NOUN	grec
greffiers	NOUN	greffif
gregeois	PROPN	gregoigne
gregeois	NOUN	grageon
gregesse	NOUN	graise
gregneur	NOUN	grandigue
gregniers	NOUN	grant
gregnor	ADJ	grant
gregoires	PROPN	gregoigne
gregorïum	PROPN	granthou
greigneure	ADJ	grantige
greignoient	VERB	grainet
greignour	ADJ	grant
gréin	ADJ	grain
greique	ADJ	grecieu
grelletes	NOUN	grelel
greualz	NOUN	grauver
grevaigne	NOUN	grevain
grevans	ADJ	grevan
grevée	NOUN	grever
greveir	VERB	grever
greveisun	NOUN	grevesir
greveit	VERB	grever
grevence	NOUN	grevenir
grevereit	NOUN	grever
grevés	NOUN	grever
greveus	NOUN	greveux
grevin	PROPN	grevin
grevouse	NOUN	grevos
grevousement	NOUN	grevoumer
greyn	ADJ	grin
greyndre	ADJ	graindre
greynour	ADJ	granoison
gréz	NOUN	gré
griefté	NOUN	grefter
griefvement	NOUN	grevenir
griefves	ADJ	grevet
griesche	NOUN	grice
grievent	VERB	grever
griez	ADJ	grief
grigneur	ADJ	gringue
grignout	PROPN	gringondre
grigny	PROPN	grigni
grigoire	PROPN	grigoisier
grimault	PROPN	grimalt
griment	ADV	grime
gringnour	ADJ	gringondre
griois	PROPN	grief
grippories	VERB	gripompre
grisogone	PROPN	grison
grite	PROPN	griet
griue	NOUN	grieu
grocie	NOUN	grocier
grohelx	ADJ	grouve
groign	ADJ	groin
groing	NOUN	groin
grolay	PROPN	grolail
grossata	VERB	grosper
grosseur	NOUN	grosque
grossiere	ADJ	grosier
grotz	ADJ	grot
grous	ADJ	grou
grousses	ADJ	grous
grucereit	NOUN	grucer
gruel	ADJ	grul
gruez	VERB	groure
gryvas	NOUN	griva
guaainot	NOUN	gauvain
guaainz	NOUN	gaune
guaige	NOUN	gage
guaigneríe	NOUN	gagner
gualeis	PROPN	galeil
gualeis	NOUN	galesle
guales	PROPN	gales
gualun	PROPN	galon
guanches	NOUN	guange
guans	NOUN	gang
guarand	NOUN	garant
guarantirad	VERB	garantir
guarantírái	VERB	garantir
guarantireít	VERB	garantir
guarantisez	VERB	garantir
guard	NOUN	garder
guardad	VERB	garder
guardains	NOUN	garantir
guardarai	VERB	garadre
guardat	VERB	garder
guarded	NOUN	garder
guardéd	NOUN	garder
guardéés	VERB	gaudere
guardeit	NOUN	garder
guarderad	VERB	garder
guarderais	NOUN	garadire
guarderat	VERB	garder
guarderéient	VERB	garderendre
guarderéit	NOUN	garder
guardereiz	NOUN	garder
guardérent	NOUN	garder
guardet	NOUN	garder
guardet	PROPN	garder
guardét	VERB	garder
guardot	NOUN	garder
guardóuent	VERB	gaudrevoun
guardout	NOUN	garder
guardrat	VERB	garder
guardum	NOUN	guarrad
guardum	PROPN	gardur
guardun	NOUN	gardur
guaresis	NOUN	garise
guarid	NOUN	gardi
guarireit	VERB	garir
guarirunt	VERB	garir
guarís	NOUN	guarre
guarisez	VERB	guarre
guarisseit	VERB	garir
guarisseít	VERB	garir
guarissent	VERB	garir
guarisset	VERB	garir
guarist	VERB	garir
guaríz	NOUN	garagre
guarnid	VERB	garantir
guarnissiez	VERB	garisenser
guarnist	VERB	garint
guarra	VERB	guarre
guarrad	VERB	garard
guarreie	NOUN	garir
guarréit	VERB	garir
guarrez	VERB	garir
guary	VERB	garir
guaryn	PROPN	garin
guascoine	PROPN	gascongie
guascoinz	PROPN	gasvogne
guásted	NOUN	guiste
guastéé	NOUN	gaster
guasterat	VERB	gaster
guastyne	NOUN	gaster
guays	PROPN	gauvais
guaz	NOUN	gage
gubernacion	NOUN	guerbonnement
gubernation	NOUN	guerbintement
gudin	PROPN	guaint
gueirs	NOUN	guerre
gueldres	PROPN	gauderle
guelles	PROPN	gallel
guelphes	PROPN	galhefon
guenchiz	NOUN	guenchir
guenchy	VERB	guenchir
guenonwyn	PROPN	gouneaunt
guerdonnee	NOUN	gaudrende
guerdonnement	NOUN	guerredon
guerdoun	NOUN	guerdonner
guereia	VERB	gaire
guereiast	VERB	gaire
guères	NOUN	guère
guerie	NOUN	guerre
guerira	VERB	guerre
guerissez	PROPN	guerresie
guerissoient	VERB	gaire-orne
guerissoit	VERB	gaire
guerist	VERB	guerre
guerixon	NOUN	garilon
guernement	NOUN	guerrement
gueroier	VERB	gaire
guerpí	NOUN	guerpe
guerpid	VERB	guerpir
guerpimes	ADJ	guerpir
guerpira	VERB	guerpir
guerpirad	VERB	guerpir
guerpirai	VERB	guerpir
guerpirái	VERB	guerpir
guerpirat	VERB	guerpir
guerpireit	PROPN	guerpiriere
guerpirent	VERB	guerpir
guerpírent	VERB	guerporner
guerpirez	VERB	guerpir
guerpiroit	VERB	guerpir
guerpirunt	VERB	guerpir
guerpis	PROPN	guerpir
guerpiseit	VERB	guerpir
